text,label
Residents report relief camps set up in Gujarat #coastalstorm.,relief
"Breaking: Dangerous swell reported in Kerala, #floods.",ocean_conditions
Kerala faces rescue operations as situation worsening.,rescue
"Breaking: Food packets reported in Mumbai, roads blocked.",aid
"Coastal region of Andhra coast is struggling with stormy winds, widespread damage.",wind
Residents report typhoon in Andhra coast widespread damage.,cyclone
Residents report nonstop rainfall in Chennai roads blocked.,heavy_rain
"Navy deployed causes major disruption in Mumbai, latest update.",rescue
"Authorities confirm medical aid in Kerala, emergency declared.",aid
"Coastal region of Andaman Islands is struggling with sea waves crashing inland, latest update.",storm_surge
"Urgent: Bay of Bengal experiences SOS, authorities on high alert.",distress
"Homes in Chennai are sea waves crashing inland, #alert.",storm_surge
"Flash flood causes major disruption in Sri Lanka, dangerous conditions continue.",flooding
"Urgent: West Bengal experiences stranded families, #prayforcoast.",distress
"Authorities confirm storm surge in Kerala, casualties feared.",storm_surge
"Homes in Chennai are helicopter rescue, people stranded.",rescue
"Coastal region of Tamil Nadu is struggling with high tide surge, emergency declared.",storm_surge
"Sand washed away hits Goa, emergency declared.",erosion
"Mass evacuation hits Sri Lanka, situation worsening.",evacuation
"Authorities confirm giant wave in Kerala, situation worsening.",tsunami
"Urgent: Tamil Nadu experiences sand washed away, widespread damage.",erosion
"Urgent: Gujarat experiences people moved to shelters, widespread damage.",evacuation
Bay of Bengal faces typhoon as situation worsening.,cyclone
"Urgent: Mumbai experiences hurricane, #alert.",cyclone
Tamil Nadu faces emergency kitchens as situation worsening.,relief
"Authorities confirm torrential rain in Gujarat, authorities on high alert.",heavy_rain
"Homes in Kerala are tsunami, situation worsening.",tsunami
"Shoreline collapse hits Andhra coast, emergency declared.",erosion
"Authorities confirm tsunami in Odisha, situation worsening.",tsunami
"Homes in Gujarat are swollen tides, situation worsening.",ocean_conditions
"Emergency sheltering causes major disruption in Mumbai, latest update.",evacuation
Andaman Islands faces typhoon as dangerous conditions continue.,cyclone
Residents report seawater rushing in in Mumbai emergency declared.,tsunami
"Gujarat under tropical depression, rescue teams rushed in.",cyclone
"Breaking: Waterlogging reported in Goa, #breaking.",flooding
"Kolkata under heavy rain, rescue teams rushed in.",heavy_rain
"Homes in West Bengal are navy deployed, people stranded.",rescue
"Gujarat under relief camps set up, rescue teams rushed in.",relief
"Breaking: Medical aid reported in Mumbai, widespread damage.",aid
Residents report heavy rain in West Bengal people stranded.,heavy_rain
"Urgent: Kolkata experiences dunes destroyed, people stranded.",erosion
"Homes in Gujarat are rescue operations, widespread damage.",rescue
"Authorities confirm cloudburst in Andaman Islands, emergency declared.",heavy_rain
"High tide surge hits Bay of Bengal, dangerous conditions continue.",storm_surge
"Bay of Bengal under people moved to shelters, rescue teams rushed in.",evacuation
Kolkata faces villagers relocated as casualties feared.,evacuation
"Coastal region of Odisha is struggling with cloudburst, roads blocked.",heavy_rain
"Breaking: Giant wave reported in Andhra coast, #floods.",tsunami
"Authorities confirm severe storm in Chennai, dangerous conditions continue.",cyclone
"Andaman Islands under coastal flooding, rescue teams rushed in.",storm_surge
"Goa under people moved to shelters, rescue teams rushed in.",evacuation
"Coastal region of Goa is struggling with sand washed away, situation worsening.",erosion
"Mumbai under mass evacuation, rescue teams rushed in.",evacuation
"Breaking: Typhoon reported in Goa, casualties feared.",cyclone
"Authorities confirm flood in Goa, latest update.",flooding
"Chennai under dangerous swell, rescue teams rushed in.",ocean_conditions
"Coastal region of Andaman Islands is struggling with strong winds, roads blocked.",wind
"Authorities confirm relief supplies in Bay of Bengal, casualties feared.",aid
"Urgent: Odisha experiences torrential rain, people stranded.",heavy_rain
"Authorities confirm shoreline collapse in Chennai, authorities on high alert.",erosion
"Breaking: Dunes destroyed reported in Gujarat, #disaster.",erosion
"Seawater rushing in causes major disruption in Chennai, authorities on high alert.",tsunami
"Kolkata under gale force winds, rescue teams rushed in.",wind
"Breaking: Severe storm reported in Sri Lanka, people stranded.",cyclone
Maldives faces rip currents as latest update.,ocean_conditions
"Coastal region of Maldives is struggling with SOS, #tsunami.",distress
"Tamil Nadu under tropical depression, rescue teams rushed in.",cyclone
West Bengal faces please help as latest update.,distress
"Mumbai under relief supplies, rescue teams rushed in.",aid
"Homes in West Bengal are inundation, widespread damage.",flooding
"Homes in West Bengal are beach erosion, #alert.",erosion
"Homes in Chennai are coast guard helping, people stranded.",rescue
Residents report mass evacuation in Bay of Bengal widespread damage.,evacuation
"Urgent: Gujarat experiences storm surge, widespread damage.",storm_surge
"Coastal region of Andhra coast is struggling with food packets, widespread damage.",aid
"Authorities confirm coast guard helping in Andaman Islands, dangerous conditions continue.",rescue
"Coastal region of Goa is struggling with relief supplies, roads blocked.",aid
"Coast guard helping hits Goa, breaking news.",rescue
Residents report giant wave in Andhra coast widespread damage.,tsunami
"Shoreline collapse causes major disruption in West Bengal, emergency declared.",erosion
"Kerala under rescue operations, rescue teams rushed in.",rescue
"Authorities confirm waterlogging in Sri Lanka, breaking news.",flooding
Chennai faces torrential rain as emergency declared.,heavy_rain
"Rip currents causes major disruption in Chennai, breaking news.",ocean_conditions
"Homes in Andaman Islands are stranded families, #breaking.",distress
"Tropical depression hits Kolkata, breaking news.",cyclone
"Inundation hits Sri Lanka, latest update.",flooding
"Homes in West Bengal are flood, widespread damage.",flooding
"Authorities confirm sea waves crashing inland in Andaman Islands, dangerous conditions continue.",storm_surge
"Urgent: Sri Lanka experiences relief camps set up, #alert.",relief
"Food packets hits Goa, breaking news.",aid
"Heavy rain causes major disruption in Andaman Islands, casualties feared.",heavy_rain
"Homes in Mumbai are mass evacuation, widespread damage.",evacuation
"Sos hits Kerala, authorities on high alert.",distress
"Authorities confirm strong winds in Gujarat, latest update.",wind
"Homes in Mumbai are giant wave, roads blocked.",tsunami
"Storm surge hits Kerala, casualties feared.",storm_surge
"Urgent: Andaman Islands experiences mass evacuation, widespread damage.",evacuation
Residents report flood in Andhra coast #cyclone.,flooding
"Urgent: Bay of Bengal experiences SOS, people stranded.",distress
"Mumbai under sand washed away, rescue teams rushed in.",erosion
"Giant wave hits Maldives, authorities on high alert.",tsunami
"Urgent: Andhra coast experiences strong winds, people stranded.",wind
"Goa under villagers relocated, rescue teams rushed in.",evacuation
"Coastal region of Chennai is struggling with hurricane, roads blocked.",cyclone
"Giant wave hits West Bengal, authorities on high alert.",tsunami
"Authorities confirm stranded families in Odisha, dangerous conditions continue.",distress
"Urgent: Sri Lanka experiences rip currents, people stranded.",ocean_conditions
"Coastal region of Odisha is struggling with tsunami, #breaking.",tsunami
"Sri Lanka under coastal flooding, rescue teams rushed in.",storm_surge
"Urgent: Gujarat experiences coast guard helping, emergency declared.",rescue
Maldives faces seawater rushing in as casualties feared.,tsunami
"Homes in Andhra coast are distribution of aid, widespread damage.",relief
"Tidal wave hits Bay of Bengal, latest update.",tsunami
Mumbai faces cyclone as casualties feared.,cyclone
"Breaking: Flash flood reported in Gujarat, people stranded.",flooding
"Breaking: Food packets reported in Mumbai, #floods.",aid
Residents report flood in Kolkata authorities on high alert.,flooding
"Helicopter rescue causes major disruption in Maldives, casualties feared.",rescue
"Urgent: Andhra coast experiences mass evacuation, #tsunami.",evacuation
Residents report strong winds in Andhra coast breaking news.,wind
"Authorities confirm high tide surge in Kolkata, casualties feared.",storm_surge
"Breaking: Coast guard helping reported in Tamil Nadu, widespread damage.",rescue
"Violent gusts causes major disruption in Gujarat, emergency declared.",wind
"Tsunami causes major disruption in Odisha, latest update.",tsunami
Chennai faces violent gusts as emergency declared.,wind
Tamil Nadu faces sand washed away as emergency declared.,erosion
"Homes in Sri Lanka are tropical depression, dangerous conditions continue.",cyclone
"Urgent rescue needed hits West Bengal, authorities on high alert.",distress
"Homes in Mumbai are helicopter rescue, roads blocked.",rescue
"Seawater rushing in hits Chennai, casualties feared.",tsunami
Residents report volunteers helping in Bay of Bengal roads blocked.,relief
"Typhoon causes major disruption in Andhra coast, emergency declared.",cyclone
"Coastal region of Kerala is struggling with people moved to shelters, people stranded.",evacuation
Residents report stranded families in Kerala people stranded.,distress
Residents report mass evacuation in Mumbai breaking news.,evacuation
"Urgent: Goa experiences rough seas, #alert.",ocean_conditions
"Gujarat under please help, rescue teams rushed in.",distress
Goa faces navy deployed as situation worsening.,rescue
"Homes in Goa are shoreline collapse, #prayforcoast.",erosion
"Andhra coast under clean water, rescue teams rushed in.",aid
"Coastal region of Andhra coast is struggling with strong winds, widespread damage.",wind
"Cyclone causes major disruption in Bay of Bengal, latest update.",cyclone
"Breaking: Emergency kitchens reported in Mumbai, roads blocked.",relief
"Authorities confirm rip currents in Gujarat, latest update.",ocean_conditions
Residents report giant wave in Mumbai #tsunami.,tsunami
"Coastal region of West Bengal is struggling with hurricane, emergency declared.",cyclone
"Emergency sheltering causes major disruption in Andaman Islands, latest update.",evacuation
"Violent gusts causes major disruption in Andaman Islands, breaking news.",wind
"Streets submerged hits Mumbai, latest update.",flooding
"Breaking: Coastal flooding reported in Andaman Islands, #staysafe.",storm_surge
"Breaking: Tsunami reported in Gujarat, people stranded.",tsunami
"Authorities confirm tidal wave in Tamil Nadu, situation worsening.",tsunami
"Authorities confirm beach erosion in Mumbai, authorities on high alert.",erosion
"Sea waves crashing inland hits Goa, situation worsening.",storm_surge
"Urgent: Tamil Nadu experiences seawater rushing in, roads blocked.",tsunami
"Coastal region of Chennai is struggling with distribution of aid, #prayforcoast.",relief
Gujarat faces rip currents as dangerous conditions continue.,ocean_conditions
"Homes in Mumbai are stormy winds, people stranded.",wind
"Urgent: Gujarat experiences strong winds, #alert.",wind
"Homes in Odisha are sea waves crashing inland, people stranded.",storm_surge
"Authorities confirm storm surge in Kolkata, authorities on high alert.",storm_surge
"Homes in Maldives are urgent rescue needed, widespread damage.",distress
"Coastal region of Tamil Nadu is struggling with streets submerged, roads blocked.",flooding
"Breaking: Sand washed away reported in Kerala, #coastalstorm.",erosion
"Homes in Andhra coast are heavy rain, people stranded.",heavy_rain
"Urgent rescue needed hits Andhra coast, breaking news.",distress
"Coastal region of Kolkata is struggling with SOS, people stranded.",distress
"Breaking: Distribution of aid reported in Tamil Nadu, #cyclone.",relief
"Breaking: Relief camps set up reported in Goa, people stranded.",relief
"Kolkata under coast guard helping, rescue teams rushed in.",rescue
Bay of Bengal faces clean water as authorities on high alert.,aid
"Tamil Nadu under SOS, rescue teams rushed in.",distress
"People moved to shelters hits Kerala, authorities on high alert.",evacuation
Residents report emergency kitchens in Kerala widespread damage.,relief
"Breaking: Please help reported in Maldives, authorities on high alert.",distress
"Breaking: Nonstop rainfall reported in Kolkata, breaking news.",heavy_rain
"Villagers relocated causes major disruption in Goa, authorities on high alert.",evacuation
"Kerala under relief supplies, rescue teams rushed in.",aid
"Odisha under helicopter rescue, rescue teams rushed in.",rescue
"Coastal region of Gujarat is struggling with volunteers helping, widespread damage.",relief
"Coastal region of Tamil Nadu is struggling with distribution of aid, roads blocked.",relief
"Coastal region of West Bengal is struggling with navy deployed, situation worsening.",rescue
"Stranded families causes major disruption in Sri Lanka, latest update.",distress
"Breaking: Cyclone reported in Kerala, #staysafe.",cyclone
"Bay of Bengal under hurricane, rescue teams rushed in.",cyclone
"High tide surge hits Mumbai, emergency declared.",storm_surge
"Coastal region of Andaman Islands is struggling with hurricane, #prayforcoast.",cyclone
"Mass evacuation causes major disruption in Goa, situation worsening.",evacuation
"Authorities confirm stranded families in Gujarat, latest update.",distress
"Mass evacuation causes major disruption in Sri Lanka, dangerous conditions continue.",evacuation
"Authorities confirm distribution of aid in Chennai, latest update.",relief
"Torrential rain hits Kerala, breaking news.",heavy_rain
"Urgent: Kolkata experiences coast guard helping, casualties feared.",rescue
"Breaking: Donations reported in Kerala, widespread damage.",aid
"Severe storm hits Sri Lanka, casualties feared.",cyclone
Residents report villagers relocated in Odisha #cyclone.,evacuation
"Food packets causes major disruption in Goa, casualties feared.",aid
"Urgent: Maldives experiences coast guard helping, roads blocked.",rescue
"Homes in Kolkata are rescue operations, people stranded.",rescue
Goa faces dangerous swell as casualties feared.,ocean_conditions
"Coastal region of Kolkata is struggling with dangerous swell, casualties feared.",ocean_conditions
"Urgent: Gujarat experiences strong winds, people stranded.",wind
"Breaking: Navy deployed reported in Gujarat, latest update.",rescue
Residents report strong winds in Gujarat people stranded.,wind
"Urgent: Bay of Bengal experiences coastal flooding, people stranded.",storm_surge
"Coastal region of Goa is struggling with rescue operations, widespread damage.",rescue
"Urgent: Mumbai experiences flash flood, #rescue.",flooding
"Breaking: Nonstop rainfall reported in Sri Lanka, #coastalstorm.",heavy_rain
"Mass evacuation hits Sri Lanka, dangerous conditions continue.",evacuation
"Relief camps set up hits Goa, casualties feared.",relief
Maldives faces high tide surge as casualties feared.,storm_surge
"Homes in Andaman Islands are mass evacuation, widespread damage.",evacuation
"Authorities confirm inundation in Goa, authorities on high alert.",flooding
"Cyclone causes major disruption in Mumbai, breaking news.",cyclone
"Tamil Nadu under nonstop rainfall, rescue teams rushed in.",heavy_rain
"Seawater rushing in hits Kerala, dangerous conditions continue.",tsunami
"Breaking: Relief camps set up reported in Tamil Nadu, people stranded.",relief
Andaman Islands faces seawater rushing in as emergency declared.,tsunami
"Urgent: Odisha experiences people moved to shelters, roads blocked.",evacuation
"Relief supplies causes major disruption in Sri Lanka, breaking news.",aid
Residents report please help in Sri Lanka #prayforcoast.,distress
"Coastal region of Andhra coast is struggling with people moved to shelters, roads blocked.",evacuation
"Authorities confirm dunes destroyed in Goa, emergency declared.",erosion
"Coastal region of Sri Lanka is struggling with violent gusts, casualties feared.",wind
"Homes in Tamil Nadu are navy deployed, people stranded.",rescue
"Cloudburst hits Odisha, emergency declared.",heavy_rain
"Urgent: Tamil Nadu experiences rip currents, authorities on high alert.",ocean_conditions
"Urgent: Chennai experiences coast guard helping, widespread damage.",rescue
Bay of Bengal faces nonstop rainfall as breaking news.,heavy_rain
Residents report dunes destroyed in Bay of Bengal people stranded.,erosion
"Urgent: Andaman Islands experiences streets submerged, widespread damage.",flooding
"Breaking: Waterlogging reported in Mumbai, people stranded.",flooding
"Goa under please help, rescue teams rushed in.",distress
"Breaking: Hurricane reported in Sri Lanka, people stranded.",cyclone
"Coast guard helping hits Goa, dangerous conditions continue.",rescue
"Coastal region of Andaman Islands is struggling with emergency kitchens, roads blocked.",relief
Andhra coast faces rough seas as authorities on high alert.,ocean_conditions
"Helicopter rescue hits Chennai, latest update.",rescue
"Coastal region of Odisha is struggling with people moved to shelters, people stranded.",evacuation
"Breaking: Waterlogging reported in Chennai, widespread damage.",flooding
"Coastal region of Andhra coast is struggling with relief supplies, situation worsening.",aid
"Breaking: Swollen tides reported in Mumbai, roads blocked.",ocean_conditions
"Authorities confirm waterlogging in Sri Lanka, emergency declared.",flooding
"Authorities confirm strong winds in Kolkata, latest update.",wind
"Breaking: Rough seas reported in Maldives, emergency declared.",ocean_conditions
Residents report tidal wave in Odisha widespread damage.,tsunami
"Stranded families causes major disruption in Mumbai, breaking news.",distress
Residents report heavy rain in Kolkata roads blocked.,heavy_rain
"Breaking: Emergency sheltering reported in Sri Lanka, widespread damage.",evacuation
"Flash flood hits Goa, authorities on high alert.",flooding
"Authorities confirm relief camps set up in Mumbai, authorities on high alert.",relief
"Dangerous swell hits Andhra coast, authorities on high alert.",ocean_conditions
"Maldives under cloudburst, rescue teams rushed in.",heavy_rain
Residents report sea waves crashing inland in Andhra coast people stranded.,storm_surge
"Urgent: Kerala experiences people moved to shelters, roads blocked.",evacuation
"Coastal region of Kerala is struggling with stranded families, widespread damage.",distress
"Cloudburst hits Mumbai, casualties feared.",heavy_rain
Chennai faces cloudburst as situation worsening.,heavy_rain
"Coastal region of Goa is struggling with strong winds, people stranded.",wind
Residents report sand washed away in Bay of Bengal roads blocked.,erosion
"Urgent: Chennai experiences tropical depression, casualties feared.",cyclone
"Homes in Kolkata are emergency kitchens, authorities on high alert.",relief
"Homes in Goa are sea waves crashing inland, #alert.",storm_surge
"Helicopter rescue causes major disruption in Andaman Islands, authorities on high alert.",rescue
"Storm surge hits Gujarat, dangerous conditions continue.",storm_surge
"Urgent: Andhra coast experiences dangerous swell, #rescue.",ocean_conditions
"Homes in Gujarat are inundation, widespread damage.",flooding
"Coastal region of Bay of Bengal is struggling with stormy winds, widespread damage.",wind
Residents report food packets in Kolkata roads blocked.,aid
"Coastal region of Chennai is struggling with heavy rain, people stranded.",heavy_rain
"Urgent: Odisha experiences tropical depression, people stranded.",cyclone
Residents report stranded families in Kerala casualties feared.,distress
"Tidal wave hits Andaman Islands, latest update.",tsunami
"Medical aid hits Kolkata, situation worsening.",aid
Residents report inundation in Gujarat widespread damage.,flooding
"High tide surge hits Odisha, authorities on high alert.",storm_surge
"Breaking: Gale force winds reported in Mumbai, situation worsening.",wind
Residents report torrential rain in Gujarat people stranded.,heavy_rain
Residents report stranded families in Andhra coast widespread damage.,distress
"Distribution of aid causes major disruption in Kolkata, casualties feared.",relief
Residents report helicopter rescue in Andhra coast #alert.,rescue
"Authorities confirm clean water in Kerala, dangerous conditions continue.",aid
"Andhra coast under coastal flooding, rescue teams rushed in.",storm_surge
"Homes in Tamil Nadu are clean water, widespread damage.",aid
Tamil Nadu faces strong winds as dangerous conditions continue.,wind
"Tamil Nadu under beach erosion, rescue teams rushed in.",erosion
"Coastal region of Kerala is struggling with relief camps set up, #breaking.",relief
"Shoreline collapse causes major disruption in Chennai, casualties feared.",erosion
"Tamil Nadu under inundation, rescue teams rushed in.",flooding
"Sri Lanka under seawater rushing in, rescue teams rushed in.",tsunami
"Food packets causes major disruption in Chennai, emergency declared.",aid
Mumbai faces streets submerged as authorities on high alert.,flooding
"Authorities confirm relief camps set up in Bay of Bengal, latest update.",relief
"Waterlogging causes major disruption in Chennai, breaking news.",flooding
"Sri Lanka under waterlogging, rescue teams rushed in.",flooding
"Coastal region of Odisha is struggling with rescue operations, people stranded.",rescue
"Flash flood causes major disruption in Sri Lanka, casualties feared.",flooding
Andaman Islands faces high tide surge as breaking news.,storm_surge
Kerala faces relief supplies as breaking news.,aid
Residents report flood in Mumbai widespread damage.,flooding
"Shoreline collapse hits Maldives, breaking news.",erosion
"Breaking: Stranded families reported in Kerala, widespread damage.",distress
"Kolkata under severe storm, rescue teams rushed in.",cyclone
"Breaking: High tide surge reported in Sri Lanka, people stranded.",storm_surge
"Coastal region of Chennai is struggling with distribution of aid, #coastalstorm.",relief
"Coastal region of Maldives is struggling with storm surge, #cyclone.",storm_surge
"Food packets hits Chennai, situation worsening.",aid
"Homes in Sri Lanka are SOS, widespread damage.",distress
"Homes in Andaman Islands are flood, #coastalstorm.",flooding
"Urgent: Kerala experiences stranded families, widespread damage.",distress
"Homes in Goa are emergency kitchens, roads blocked.",relief
"Coastal region of Andhra coast is struggling with flash flood, roads blocked.",flooding
"Tsunami hits Tamil Nadu, situation worsening.",tsunami
Chennai faces rough seas as emergency declared.,ocean_conditions
"Odisha under sand washed away, rescue teams rushed in.",erosion
"Coastal region of Andaman Islands is struggling with swollen tides, roads blocked.",ocean_conditions
"Kerala under nonstop rainfall, rescue teams rushed in.",heavy_rain
"Sri Lanka under seawater rushing in, rescue teams rushed in.",tsunami
"Maldives under rough seas, rescue teams rushed in.",ocean_conditions
"Beach erosion causes major disruption in Kolkata, dangerous conditions continue.",erosion
"Gujarat under volunteers helping, rescue teams rushed in.",relief
"Coastal region of Chennai is struggling with cloudburst, widespread damage.",heavy_rain
"Homes in Andaman Islands are mass evacuation, roads blocked.",evacuation
"Torrential rain hits West Bengal, breaking news.",heavy_rain
"Typhoon causes major disruption in Odisha, situation worsening.",cyclone
"Swollen tides hits Goa, situation worsening.",ocean_conditions
"Homes in Goa are donations, roads blocked.",aid
Andhra coast faces distribution of aid as situation worsening.,relief
"Authorities confirm sand washed away in Gujarat, latest update.",erosion
"Shoreline collapse hits Mumbai, breaking news.",erosion
"Sri Lanka under storm surge, rescue teams rushed in.",storm_surge
"Tamil Nadu under nonstop rainfall, rescue teams rushed in.",heavy_rain
"Homes in Kolkata are heavy rain, people stranded.",heavy_rain
"Beach erosion hits Kolkata, dangerous conditions continue.",erosion
"Homes in Sri Lanka are seawater rushing in, #prayforcoast.",tsunami
"Waterlogging causes major disruption in Sri Lanka, dangerous conditions continue.",flooding
"Authorities confirm helicopter rescue in Sri Lanka, authorities on high alert.",rescue
Residents report rough seas in Sri Lanka roads blocked.,ocean_conditions
"Food packets causes major disruption in Gujarat, authorities on high alert.",aid
"Breaking: Volunteers helping reported in Maldives, roads blocked.",relief
"Giant wave causes major disruption in Kerala, dangerous conditions continue.",tsunami
"Homes in Tamil Nadu are please help, roads blocked.",distress
Residents report coastal flooding in Andhra coast roads blocked.,storm_surge
"Breaking: Seawater rushing in reported in Odisha, widespread damage.",tsunami
"Breaking: Coastal flooding reported in West Bengal, dangerous conditions continue.",storm_surge
"Emergency kitchens causes major disruption in Mumbai, emergency declared.",relief
"Authorities confirm torrential rain in Gujarat, situation worsening.",heavy_rain
"Authorities confirm coastal flooding in Maldives, situation worsening.",storm_surge
"Dangerous swell causes major disruption in West Bengal, casualties feared.",ocean_conditions
"Homes in Odisha are inundation, #tsunami.",flooding
"Medical aid causes major disruption in Andaman Islands, latest update.",aid
"Homes in Kerala are navy deployed, widespread damage.",rescue
Residents report donations in Chennai roads blocked.,aid
"Emergency sheltering causes major disruption in Kerala, latest update.",evacuation
Bay of Bengal faces rip currents as breaking news.,ocean_conditions
"Urgent: West Bengal experiences waterlogging, people stranded.",flooding
"Coastal region of Andaman Islands is struggling with people moved to shelters, casualties feared.",evacuation
"Breaking: Dunes destroyed reported in Kerala, dangerous conditions continue.",erosion
"Urgent: Tamil Nadu experiences distribution of aid, #cyclone.",relief
Sri Lanka faces SOS as breaking news.,distress
"Homes in Kerala are typhoon, roads blocked.",cyclone
"Authorities confirm coastal flooding in Sri Lanka, casualties feared.",storm_surge
"Coastal region of Maldives is struggling with mass evacuation, latest update.",evacuation
"Stranded families causes major disruption in Kolkata, authorities on high alert.",distress
Residents report inundation in Chennai #staysafe.,flooding
"Urgent: Mumbai experiences urgent rescue needed, widespread damage.",distress
"Breaking: Nonstop rainfall reported in Kerala, #alert.",heavy_rain
Residents report please help in Kolkata widespread damage.,distress
"Urgent: Bay of Bengal experiences inundation, people stranded.",flooding
"Authorities confirm relief supplies in Andaman Islands, dangerous conditions continue.",aid
"Hurricane causes major disruption in Maldives, casualties feared.",cyclone
Tamil Nadu faces typhoon as breaking news.,cyclone
"Chennai under flood, rescue teams rushed in.",flooding
West Bengal faces tidal wave as dangerous conditions continue.,tsunami
"Authorities confirm rip currents in Andhra coast, dangerous conditions continue.",ocean_conditions
Chennai faces please help as latest update.,distress
"Relief camps set up causes major disruption in Chennai, situation worsening.",relief
Residents report mass evacuation in Sri Lanka people stranded.,evacuation
Residents report shoreline collapse in Bay of Bengal people stranded.,erosion
Sri Lanka faces dangerous swell as authorities on high alert.,ocean_conditions
"Heavy rain causes major disruption in Maldives, emergency declared.",heavy_rain
"Authorities confirm tsunami in Bay of Bengal, emergency declared.",tsunami
"Andaman Islands under urgent rescue needed, rescue teams rushed in.",distress
Residents report SOS in Chennai #cyclone.,distress
"People moved to shelters causes major disruption in Odisha, breaking news.",evacuation
"Breaking: Torrential rain reported in Kolkata, #disaster.",heavy_rain
"Kerala under seawater rushing in, rescue teams rushed in.",tsunami
"Urgent: Kerala experiences urgent rescue needed, latest update.",distress
"Coastal region of Andhra coast is struggling with shoreline collapse, roads blocked.",erosion
"Gujarat under sand washed away, rescue teams rushed in.",erosion
"Breaking: Flash flood reported in Andhra coast, widespread damage.",flooding
"Homes in Maldives are strong winds, roads blocked.",wind
"West Bengal under sand washed away, rescue teams rushed in.",erosion
"Odisha under donations, rescue teams rushed in.",aid
"Breaking: Emergency sheltering reported in Mumbai, #tsunami.",evacuation
"Coastal region of Tamil Nadu is struggling with emergency sheltering, people stranded.",evacuation
"Breaking: Seawater rushing in reported in Odisha, situation worsening.",tsunami
"Coastal region of Mumbai is struggling with volunteers helping, widespread damage.",relief
Kerala faces giant wave as casualties feared.,tsunami
"Breaking: Rough seas reported in West Bengal, people stranded.",ocean_conditions
Residents report violent gusts in Bay of Bengal emergency declared.,wind
"Authorities confirm dangerous swell in Kolkata, dangerous conditions continue.",ocean_conditions
Tamil Nadu faces medical aid as situation worsening.,aid
"Gujarat under relief camps set up, rescue teams rushed in.",relief
"Urgent: West Bengal experiences SOS, #alert.",distress
"Coastal region of Chennai is struggling with food packets, people stranded.",aid
"Homes in Chennai are please help, roads blocked.",distress
"Coastal region of Andhra coast is struggling with tsunami, widespread damage.",tsunami
"Coastal region of Bay of Bengal is struggling with urgent rescue needed, dangerous conditions continue.",distress
Residents report giant wave in Bay of Bengal #cyclone.,tsunami
"Goa under tidal wave, rescue teams rushed in.",tsunami
Residents report cyclone in Andaman Islands widespread damage.,cyclone
Bay of Bengal faces seawater rushing in as dangerous conditions continue.,tsunami
"Breaking: Cyclone reported in Odisha, people stranded.",cyclone
"Authorities confirm mass evacuation in Maldives, latest update.",evacuation
"Bay of Bengal under helicopter rescue, rescue teams rushed in.",rescue
"Authorities confirm stormy winds in Kolkata, situation worsening.",wind
"Tamil Nadu under coast guard helping, rescue teams rushed in.",rescue
Residents report coast guard helping in West Bengal dangerous conditions continue.,rescue
"Coastal region of Kerala is struggling with navy deployed, roads blocked.",rescue
"Breaking: Strong winds reported in Mumbai, #staysafe.",wind
"Coastal region of Maldives is struggling with distribution of aid, roads blocked.",relief
"Homes in Andaman Islands are please help, #tsunami.",distress
"Maldives under tropical depression, rescue teams rushed in.",cyclone
"Coastal region of Tamil Nadu is struggling with flash flood, people stranded.",flooding
Residents report storm surge in Chennai roads blocked.,storm_surge
"Villagers relocated hits Goa, casualties feared.",evacuation
"Homes in Tamil Nadu are donations, people stranded.",aid
"Homes in Maldives are flash flood, emergency declared.",flooding
"Giant wave causes major disruption in Andaman Islands, emergency declared.",tsunami
Residents report relief supplies in Mumbai breaking news.,aid
"Urgent: Mumbai experiences stormy winds, latest update.",wind
"Coastal region of Odisha is struggling with stranded families, #breaking.",distress
"Homes in Andhra coast are stormy winds, widespread damage.",wind
"Flash flood causes major disruption in Sri Lanka, authorities on high alert.",flooding
"Beach erosion hits Maldives, emergency declared.",erosion
"High tide surge causes major disruption in Andhra coast, situation worsening.",storm_surge
"People moved to shelters causes major disruption in Gujarat, situation worsening.",evacuation
"Tsunami hits Andaman Islands, latest update.",tsunami
"Breaking: Typhoon reported in West Bengal, dangerous conditions continue.",cyclone
Mumbai faces typhoon as dangerous conditions continue.,cyclone
"Urgent: Chennai experiences heavy rain, widespread damage.",heavy_rain
"Homes in Sri Lanka are medical aid, latest update.",aid
"Authorities confirm inundation in Tamil Nadu, casualties feared.",flooding
"Coastal flooding hits Sri Lanka, authorities on high alert.",storm_surge
"Coastal region of Chennai is struggling with helicopter rescue, casualties feared.",rescue
"Coastal region of Goa is struggling with cyclone, #tsunami.",cyclone
"Tsunami hits Andhra coast, emergency declared.",tsunami
"Breaking: Waterlogging reported in Sri Lanka, #coastalstorm.",flooding
"Emergency sheltering hits Sri Lanka, situation worsening.",evacuation
"Urgent: Goa experiences helicopter rescue, roads blocked.",rescue
Odisha faces distribution of aid as authorities on high alert.,relief
"Sri Lanka under tidal wave, rescue teams rushed in.",tsunami
Andaman Islands faces storm surge as situation worsening.,storm_surge
"Kerala under tsunami, rescue teams rushed in.",tsunami
"Authorities confirm severe storm in Andhra coast, emergency declared.",cyclone
"Authorities confirm stranded families in West Bengal, situation worsening.",distress
"Coastal region of Odisha is struggling with flash flood, widespread damage.",flooding
"Homes in Andaman Islands are waterlogging, roads blocked.",flooding
"Cyclone causes major disruption in Chennai, dangerous conditions continue.",cyclone
"Authorities confirm urgent rescue needed in Bay of Bengal, breaking news.",distress
